id,source,archive_path,flow_no,flow,seq,kind,category,relevance,duplicate_of,annotated,sha256_prefix
AR-47-004,Auto.ru,auto.ru-screens/47-wallet-promos/47-wallet-promos_4.jpg,47,wallet-promos,4,image,payments-finance,reference-only,,,c2abc0864d1a
AR-47-005,Auto.ru,auto.ru-screens/47-wallet-promos/47-wallet-promos_5.jpg,47,wallet-promos,5,image,payments-finance,reference-only,,,e36faa59f9cb
AR-48-001,Auto.ru,auto.ru-screens/48-loan-application/48-loan-application_1.jpg,48,loan-application,1,image,payments-finance,reference-only,AR-14-001,,a540e11399fb
AR-48-002,Auto.ru,auto.ru-screens/48-loan-application/48-loan-application_2.jpg,48,loan-application,2,image,payments-finance,reference-only,,,491653e6b6ea
AR-49-001,Auto.ru,auto.ru-screens/49-insurance-osago/49-insurance-osago_1.jpg,49,insurance-osago,1,image,payments-finance,reference-only,AR-14-001,,a540e11399fb
AR-49-002,Auto.ru,auto.ru-screens/49-insurance-osago/49-insurance-osago_2.jpg,49,insurance-osago,2,image,payments-finance,reference-only,,,e9cad3e162c4
AR-50-002,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_2.jpg,50,create-listing,2,image,selling,release-supporting,,,445eb5f178e9
AR-50-003,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_3.jpg,50,create-listing,3,image,selling,release-supporting,,,abc802fb265d
AR-50-004,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_4.jpg,50,create-listing,4,image,selling,release-supporting,,,a4b30698b597
AR-50-005,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_5.jpg,50,create-listing,5,image,selling,release-supporting,,,0bd4aa8dc768
AR-50-006,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_6.jpg,50,create-listing,6,image,selling,release-supporting,,,a7df377f8728
AR-50-007,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_7.jpg,50,create-listing,7,image,selling,release-supporting,,,bd3adc63987d
AR-50-008,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_8.jpg,50,create-listing,8,image,selling,release-supporting,,,028c868042ef
AR-50-009,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_9.jpg,50,create-listing,9,image,selling,release-supporting,,,dd2cdd414acd
AR-50-010,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_10.jpg,50,create-listing,10,image,selling,release-supporting,,,51c9efb12b2d
AR-50-011,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_11.jpg,50,create-listing,11,image,selling,release-supporting,,,ff6494991ad3
AR-50-012,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_12.jpg,50,create-listing,12,image,selling,release-supporting,,,0282ed25eea6
AR-50-013,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_13.jpg,50,create-listing,13,image,selling,release-supporting,,,fd0d77e104b1
AR-50-014,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_14.jpg,50,create-listing,14,image,selling,release-supporting,,,62f5fd6bf3a7
AR-50-015,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_15.jpg,50,create-listing,15,image,selling,release-supporting,,,7d29df1b4a45
AR-50-016,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_16.jpg,50,create-listing,16,image,selling,release-supporting,,,edf323bf10cb
AR-50-017,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_17.jpg,50,create-listing,17,image,selling,release-supporting,,,a6840bbb045c
AR-50-018,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_18.jpg,50,create-listing,18,image,selling,release-supporting,,,a9d767f86778
AR-50-019,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_19.jpg,50,create-listing,19,image,selling,release-supporting,,,5e0c8c881f02
AR-50-020,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_20.jpg,50,create-listing,20,image,selling,release-supporting,,,fd4079368e3f
AR-50-021,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_21.jpg,50,create-listing,21,image,selling,release-supporting,,,db78f6ec02cf
AR-50-022,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_22.jpg,50,create-listing,22,image,selling,release-supporting,,,7831132ab680
AR-50-023,Auto.ru,auto.ru-screens/50-create-listing/50-create-listing_23.jpg,50,create-listing,23,image,selling,release-supporting,,,c7bd5be9dd1e
